Entry_Id,OBJ_ID,Dat_obs,Hr_obs,Nb_coyotes,Alimentation,Statut_animal,Periode,Comp_class,Com_code,Cote,Territoire,Statut_mention,Provenance,Verif,X,Y,Lat,Long
1480,1923,"2021-04-19","18:00:00",1,,,"jour","1",2,1,"Montréal-Est","Valide","info-coyote","oui",304303.2102,5053221.273,45.61889144,-73.50637028
1481,1924,"2021-04-23","23:00:00",1,,,"nuit","inconnue",1,0,"Saint-Laurent","Valide","info-coyote","oui",289527.854,5042256.952,45.52006381,-73.69548976
1482,1925,"2021-04-24","11:00:00",1,,,"jour","1",2,1,"Villeray-Saint-Michel-Parc-Extension","Valide","info-coyote","oui",294233.9406,5044299.747,45.53853284,-73.63529418
1484,1927,"2021-04-29","16:30:00",1,,,"jour","inconnue",1,0,"Baie-D'Urfé","Valide","info-coyote","oui",273170.2504,5030604.413,45.414661,-73.90412
1485,1928,"2021-04-30","23:00:00",1,,,"nuit","2",5,3.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304353.6145,5060113.692,45.68091082,-73.50573027
1486,1929,"2021-04-30","23:30:00",1,,,"nuit","2",3,1.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",305280.8624,5058861.376,45.66964226,-73.49382839
1487,1930,"2021-05-01","16:30:00",1,,,"jour","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","autre","oui",303593.131,5060149.348,45.68123075,-73.51549271
1489,1932,"2021-05-09","21:45:00",1,,,"nuit","1",2,0.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304478.6572,5060583.045,45.6851342,-73.5041254
1490,1933,"2021-05-10","22:30:00",1,,,"nuit","2",5,3.6,"Ahuntsic-Cartierville","Valide","formulaire","oui",285932.9436,5042557.542,45.5226806,-73.7415173
1491,1934,"2021-05-10","01:28:00",1,"autre",,"nuit","2",3,1.6,"Saint-Laurent","Valide","formulaire","oui",289645.814,5042824.88,45.5251768,-73.6939974
1492,1935,"2021-05-11","18:55:00",1,,,"jour","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304452.2277,5060617.598,45.68544509,-73.50446473
1494,1937,"2021-05-07","07:00:00",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","info-coyote","oui",291378.8369,5044190.173,45.5374977,-73.6718495
1496,1939,"2021-05-15","06:30:00",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","info-coyote","oui",291049.1735,5044065.142,45.5363662,-73.6760671
1497,1940,"2021-05-12","08:00:00",1,"autre",,"jour","inconnue",1,0,"Mercier-Hochelaga-Maisonneuve","Valide","info-coyote","oui",299521.2431,5050081.875,45.59062244,-73.56765488
1498,1941,"2021-05-18","19:40:00",1,,,"crepuscule","1",2,0.8,"Senneville","Valide","info-coyote","oui",269812.2497,5034316.821,45.4479064,-73.9472863
1500,1943,"2021-05-24","21:15:00",1,,,"nuit","2",3,1.6,"Le Sud-Ouest","Valide","formulaire","oui",300688.9449,5037923.814,45.48122753,-73.55258703
1501,1944,"2021-05-22","17:00:00",1,"autre","ne-sait-pas","jour","4",9,8,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304778.4519,5061856.092,45.69658932,-73.50027669
1502,1945,"2021-05-25","07:30:00",1,,,"jour","2",4,3,"Ahuntsic-Cartierville","Valide","info-coyote","oui",291020.612,5044025.964,45.5360131,-73.6764317
1503,1946,"2021-05-24","18:00:00",1,"autre",,"jour","inconnue",1,0,"Saint-Laurent","Valide","info-coyote","oui",288642.4324,5040100.619,45.5006404,-73.7067524
1504,1947,"2021-05-20","22:45:00",1,"autre","mort","nuit","4",9,7.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304917.9867,5061759.038,45.695716,-73.498485
1506,1949,"2021-05-26","17:00:00",1,,,"jour","2",4,0,"Saint-Laurent","Valide","formulaire","oui",283932.9974,5038277.87,45.4841137,-73.7669363
1507,1950,"2021-05-29","09:30:00",2,"autre",,"jour","1",2,1,"Senneville","Valide","formulaire","oui",270304.3103,5033370.108,45.43941209,-73.94092958
1508,1951,"2021-05-25","17:00:00",1,,,"jour","2",4,3,"Saint-Laurent","Valide","formulaire","oui",284320.0866,5038395.262,45.4851815,-73.7619895
1509,1952,"2021-05-31","07:15:00",1,,,"jour","1",2,1,"Ahuntsic-Cartierville","Valide","info-coyote","oui",291020.612,5044025.964,45.5360131,-73.6764317
1510,1953,"2021-05-31","07:30:00",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","info-coyote","oui",291378.8369,5044190.173,45.5374977,-73.6718495
1512,1955,"2021-05-26","07:15:00",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","info-coyote","oui",291049.1735,5044065.142,45.5363662,-73.6760671
1513,1956,"2021-06-05","06:15:00",1,,,"jour","1",2,1,"Ahuntsic-Cartierville","Valide","formulaire","oui",290999.9315,5045665.669,45.55076729,-73.67674272
1514,1957,"2021-05-18","05:45:00",1,,,"nuit","1",2,0.6,"Ahuntsic-Cartierville","Valide","formulaire","oui",285521.3125,5041872.587,45.5165059,-73.7467596
1515,1958,"2021-06-04","18:30:00",1,,,"jour","2",4,3,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304440.4282,5060628.124,45.6855398,-73.50461622
1517,1960,"2021-06-05","23:29:00",1,,,"nuit","1",2,0.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304671.0376,5060505.489,45.6844364,-73.5016556
1518,1961,"2021-06-05","07:30:00",1,,,"jour","1",2,1,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304721.6305,5060535.939,45.6847104,-73.5010061
1520,1963,"2021-06-10","06:30:00",1,"autre","mort","jour","4",8,7,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304721.6305,5060535.939,45.6847104,-73.5010061
1521,1964,"2021-06-11","19:10:00",1,,,"jour","1",2,1,"Mercier-Hochelaga-Maisonneuve","Valide","formulaire","oui",302061.217,5050016.823,45.59005172,-73.53510109
1523,1966,"2021-06-12","03:25:00",1,,,"nuit","2",3,1.6,"Pointe-Claire","Valide","formulaire","oui",278914.232,5034641.772,45.4512268,-73.8309452
1525,1968,"2021-06-14","01:00:00",1,,,"nuit","inconnue",1,0,"Ville-Marie","Valide","info-coyote","oui",301922.4405,5042116.933,45.51896521,-73.53683323
1530,1973,"2021-06-23","16:10:00",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","info-coyote","oui",291012.568,5044114.898,45.5368132,-73.6765372
1531,1974,"2021-06-02","17:00:00",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","info-coyote","oui",291626.2016,5043842.039,45.5343698,-73.6686728
1534,1977,"2021-07-02","07:00:00",1,"autre",,"jour","1",2,1,"Ahuntsic-Cartierville","Valide","formulaire","oui",290919.5418,5044166.095,45.53727204,-73.67772977
1535,1978,"2021-06-30","02:00:00",2,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","info-coyote","oui",294256.5424,5046565.714,45.5589231,-73.6350536
1536,1979,"2021-07-02","09:00:00",1,,,"jour","inconnue",1,0,"Côte-des-Neiges-Notre-Dame-de-Grâce","Valide","formulaire","oui",296290.8613,5039590.016,45.49618099,-73.60887443
1537,1980,"2021-07-04","08:00:00",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","info-coyote","oui",290902.8954,5044080.945,45.5365055,-73.6779405
1538,1981,"2021-07-07","05:50:00",1,,,"crepuscule","2",4,2.8,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304945.0837,5061751.508,45.69564824,-73.49813707
1539,1982,"2021-07-08","06:00:00",1,,,"crepuscule","2",4,2.8,"Pierrefonds-Roxboro","Valide","formulaire","oui",274095.1413,5034659.706,45.45119306,-73.89255624
1541,1984,"2021-07-10","20:00:00",2,,,"crepuscule","2",5,3.8,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304903.4694,5061754.516,45.69567531,-73.49867141
1542,1985,"2021-07-14","22:00:00",1,,,"nuit","1",2,0.6,"Ahuntsic-Cartierville","Valide","formulaire","oui",289725.7529,5045122.87,45.5458566,-73.6930448
1544,1987,"2021-07-22","22:15:00",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","formulaire","oui",291361.9736,5046122.985,45.55488944,-73.67211849
1545,1988,"2021-07-22","22:00:00",1,,,"nuit","2",4,2.6,"Ahuntsic-Cartierville","Valide","formulaire","oui",291168.1879,5044972.561,45.5445338,-73.6745685
1546,1989,"2021-07-22","22:00:00",1,,,"nuit","2",4,2.6,"Ahuntsic-Cartierville","Valide","formulaire","oui",291351.7516,5046047.301,45.55420821,-73.67224734
1547,1990,"2021-07-23","06:30:00",1,,,"jour","1",2,1,"Ahuntsic-Cartierville","Valide","formulaire","oui",289360.481,5045153.428,45.54612358,-73.6977235
1548,1991,"2021-07-21","18:15:00",1,,,"jour","2",4,3,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304955.9256,5061148.101,45.6902187,-73.49799804
1549,1992,"2021-07-20","13:00:00",1,,,"jour","inconnue",1,0,"L'Île-Bizard-Sainte-Geneviève","Valide","info-coyote","oui",273546.0253,5040315.88,45.5020644,-73.8999363
1550,1993,"2021-06-28","06:30:00",1,,,"jour","inconnue",1,0,"Pointe-Claire","Valide","info-coyote","oui",281044.3957,5033469.168,45.4407509,-73.8036552
1551,1994,"2021-07-26","01:33:00",1,,,"nuit","2",4,2.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",305368.0943,5061269.627,45.691312,-73.492706
1552,1995,"2021-07-18","21:00:00",1,,,"crepuscule","2",5,3.8,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304760.2601,5060284.684,45.68244958,-73.50051016
1553,1996,"2021-07-26","02:10:00",1,"autre","mort","nuit","4",8,6.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",297016.0092,5055687.55,45.6410401,-73.5998525
1554,1997,"2021-07-26","02:00:00",1,"autre","mort","nuit","4",8,6.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",297016.6535,5055688.264,45.64104653,-73.59984425
1555,1998,"2021-07-28","01:00:00",1,,,"nuit","6",11,9.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304799.5751,5060456.23,45.68399317,-73.50000545
1556,1999,"2021-07-28","11:45:00",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","info-coyote","oui",291146.708,5044147.876,45.53711259,-73.67482057
1557,2000,"2021-07-31","00:00:00",1,"autre",,"nuit","inconnue",1,0,"Mercier-Hochelaga-Maisonneuve","Valide","info-coyote","oui",302056.312,5049917.875,45.58916134,-73.5351634
1558,2001,"2021-08-05","15:00:00",1,,,"jour","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304714.6741,5060499.443,45.684382,-73.5010954
1559,2002,"2021-08-17","09:00:00",6,,,"jour","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304881.2483,5061786.841,45.69596618,-73.49895673
1562,2003,"2021-08-22","07:40:00",2,,,"jour","2",4,3,"Senneville","Valide","formulaire","oui",270071.3664,5033709.847,45.44245762,-73.94393099
1563,2004,"2021-05-11","01:12:00",1,,,"nuit","5",10,8.6,"Ville-Marie","Valide","SPVM","oui",298831.5926,5039628.12,45.49655022,-73.57636627
1564,2005,"2021-05-12","05:13:00",1,,,"crepuscule","5",10,8.8,"Mercier-Hochelaga-Maisonneuve","Valide","SPVM","oui",303459.4493,5052343.337,45.61099043,-73.51718731
1565,2006,"2021-04-20","20:58:00",1,,,"nuit","inconnue",1,0,"Saint-Léonard","Valide","SPVM","oui",296933.2272,5051466.433,45.6030566,-73.6008463
1567,2008,"2021-07-28","02:25:00",1,,,"nuit","6",11,9.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","SPVM","oui",304714.6741,5060499.443,45.684382,-73.5010954
1568,2009,"2021-08-10","09:34:00",1,,,"jour","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","SPVM","oui",304882.926,5061732.772,45.69547966,-73.4989352
1569,2010,"2021-08-10","12:55:00",1,,,"jour","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","SPVM","oui",303896.3424,5060657.54,45.685804,-73.5116013
1570,2011,"2021-08-15","21:37:00",1,"nourriture domestique",,"nuit","inconnue",1,0,"Mercier-Hochelaga-Maisonneuve","Valide","SPVM","oui",302428.2712,5052503.504,45.6124289,-73.5304089
1571,2012,"2021-08-18","17:34:00",1,"nourriture domestique",,"jour","inconnue",1,0,"Mercier-Hochelaga-Maisonneuve","Valide","SPVM","oui",302428.2712,5052503.504,45.6124289,-73.5304089
1572,2013,"2021-08-23","19:30:00",1,,,"crepuscule","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304917.9867,5061759.038,45.695716,-73.498485
1573,2014,"2021-08-23","19:30:00",1,,,"crepuscule","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304841.096,5061791.358,45.69600683,-73.49947231
1574,2015,"2021-08-27","23:27:00",2,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",289320.1583,5045259.648,45.54707848,-73.69824325
1577,2018,"2021-09-10","18:00:00",1,,,"jour","1",2,1,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304530.8007,5060519.313,45.68456075,-73.50345595
1578,2019,"2021-09-15","20:30:00",1,,,"nuit","2",4,2.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304550.0161,5060592.277,45.6852173,-73.5032093
1579,2020,"2021-09-17","21:00:00",2,,,"nuit","1",2,0.6,"Pointe-Claire","Valide","formulaire","oui",278367.9946,5035230.996,45.4565084,-73.8379603
1580,2021,"2021-09-22","00:58:00",1,"ordures",,"nuit","2",4,2.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304604.5011,5059798.49,45.6780747,-73.5025095
1581,2022,"2021-09-22","12:05:00",1,,,"jour","1",2,1,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",305044.8033,5059815.917,45.6782315,-73.4968576
1582,2023,"2021-09-27","20:22:00",1,,,"nuit","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304562.0188,5060574.207,45.6850547,-73.5030552
1583,2024,"2021-09-29","14:00:00",1,"autre",,"jour","2",4,3,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304514.798,5060541.668,45.6847619,-73.5036614
1584,2025,"2021-09-29","14:29:00",1,,,"jour","2",4,3,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",303230.0348,5061690.231,45.6950951,-73.5201588
1585,2026,"2021-10-02","21:25:00",1,,,"nuit","2",4,2.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",305201.6557,5061479.68,45.6932022,-73.4948428
1586,2027,"2021-10-04","16:38:00",1,"autre",,"jour","1",2,1,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304010.7529,5061392.34,45.69241597,-73.51013367
1587,2028,"2021-10-07","18:00:00",1,,,"crepuscule","2",4,2.8,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",302351.663,5060124.295,45.68100205,-73.53142945
1588,2029,"2021-10-11","17:30:00",1,,,"jour","2",4,3,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",303697.7662,5060800.824,45.687093,-73.51415098
1590,2031,"2021-10-14","19:00:00",1,,,"crepuscule","2",3,1.8,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304529.0438,5060516.474,45.6845352,-73.5034785
1591,2032,"2021-10-20","17:30:00",1,,,"crepuscule","2",4,2.8,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304154.8541,5060337.27,45.68292245,-73.50828206
1592,2033,"2021-10-24","21:15:00",1,,,"nuit","inconnue",1,0,"Mercier-Hochelaga-Maisonneuve","Valide","formulaire","oui",302170.9892,5049046.957,45.581325,-73.533689
1593,2034,"2021-10-30","10:45:00",1,,,"jour","inconnue",1,0,"Dollard-des-Ormeaux","Valide","info-coyote","oui",279159.8522,5038164.083,45.4829308,-73.8279888
1594,2035,"2021-11-01","19:30:00",1,,,"nuit","2",3,1.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",305017.7862,5059822.518,45.6782909,-73.4972044
1595,2036,"2021-11-05","16:00:00",1,,,"jour","5",10,9,"L'Île-Bizard-Sainte-Geneviève","Valide","info-coyote","oui",275243.6578,5040553.101,45.50427296,-73.87822761
1596,2037,"2021-11-06","02:00:00",1,,,"nuit","3",7,5.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304768.7171,5055752.314,45.6416665,-73.5004013
1597,2038,"2021-11-07","22:30:00",1,,,"nuit","3",7,5.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304412.6375,5059950.249,45.67944017,-73.50497246
1598,2039,"2021-11-08","13:00:00",2,,,"jour","inconnue",1,0,"Montréal-Nord","Valide","info-coyote","oui",294687.5361,5051555.266,45.6038269,-73.6296362
1600,2041,"2021-11-11","23:30:00",1,,,"nuit","1",2,0.6,"Ahuntsic-Cartierville","Valide","formulaire","oui",290749.4729,5044003.316,45.53580389,-73.67990271
1601,2042,"2021-11-12","01:00:00",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","info-coyote","oui",291991.1136,5047029.189,45.5630556,-73.66408403
1602,2043,"2021-11-16","07:00:00",1,"autre",,"crepuscule","2",4,2.8,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304723.1189,5061843.488,45.6964759,-73.5009872
1603,2044,"2021-11-17","04:00:00",1,,,"nuit","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",303967.2477,5058377.386,45.6652869,-73.5106871
1604,2045,"2021-11-18","05:30:00",1,,,"nuit","2",4,2.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304238.8112,5059716.992,45.67734117,-73.50720354
1605,2046,"2021-11-19","23:29:00",1,,,"nuit","1",2,0.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304979.8841,5061928.36,45.69723957,-73.49769015
1606,2047,"2021-11-16","19:00:00",2,,"blesse","nuit","4",9,7.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304031.2962,5058798.007,45.6690718,-73.5098658
1607,2048,"2021-11-01","19:05:00",1,,,"nuit","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304976.717,5061963.265,45.69755365,-73.4977308
1608,2049,"2021-11-24","17:00:00",1,,"ne-sait-pas","crepuscule","4",9,7.8,"Mercier-Hochelaga-Maisonneuve","Valide","formulaire","oui",302950.8764,5051082.333,45.59964242,-73.52370298
1609,2050,"2021-11-23","18:20:00",1,"autre",,"nuit","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304472.6395,5060647.592,45.685715,-73.5042027
1610,2051,"2021-11-22","09:30:00",1,,,"jour","2",4,3,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304724.0638,5060136.512,45.6811163,-73.5009748
1611,2052,"2021-10-11","21:01:00",1,,,"nuit","2",4,2.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304815.4452,5061794.717,45.69603706,-73.49980168
1612,2053,"2021-11-28","00:30:00",1,,,"nuit","2",4,2.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304548.8964,5059881.365,45.67882041,-73.50322331
1613,2054,"2021-11-29","20:00:00",2,,,"nuit","3",7,5.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304315.4843,5059765.465,45.6777774,-73.5062194
1614,2055,"2021-11-30","07:30:00",2,,,"crepuscule","2",5,3.8,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304315.4843,5059765.465,45.6777774,-73.5062194
1615,2056,"2021-12-01","07:00:00",2,,,"crepuscule","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",297142.742,5055775.861,45.64183616,-73.59822817
1616,2057,"2021-12-05","06:30:00",1,,,"crepuscule","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304210.3136,5058194.132,45.6636382,-73.5075675
1617,2058,"2021-12-08","18:00:00",1,,,"nuit","2",5,3.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304446.914,5060556.008,45.6848909,-73.5045329
1618,2059,"2021-12-10","01:45:00",2,"autre",,"nuit","2",4,2.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304356.372,5059963.019,45.67955505,-73.50569473
1619,2060,"2021-12-10","02:00:00",1,,,"nuit","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304450.7555,5060022.831,45.6800933,-73.5044832
1620,2061,"2021-12-07","21:45:00",1,,,"nuit","2",4,2.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",296692.4715,5055434.499,45.6387594,-73.6039986
1621,2062,"2021-12-10","18:28:00",1,,,"nuit","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304431.4441,5060168.358,45.68140276,-73.50473121
1622,2063,"2021-12-10","18:15:00",2,"autre",,"nuit","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304360.232,5059979.77,45.67970577,-73.5056452
1623,2064,"2021-12-10","18:30:00",2,"autre",,"nuit","2",4,2.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304379.8926,5060155.096,45.6812834,-73.50539297
1625,2066,"2021-12-10","16:30:00",1,"autre",,"crepuscule","2",4,2.8,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304345.4628,5059974.957,45.67966246,-73.50583478
1626,2067,"2021-12-10","18:00:00",1,"autre",,"nuit","2",4,2.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304342.1749,5059981.122,45.67971793,-73.50587699
1627,2068,"2021-12-11","18:00:00",1,,,"nuit","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304312.9402,5059942.622,45.67937148,-73.50625223
1628,2069,"2021-12-17","20:20:00",2,,,"nuit","2",4,2.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304431.8261,5060559.187,45.6849195,-73.5047266
1629,2070,"2021-12-22","00:40:00",1,,,"nuit","2",4,2.6,"Rosemont-La Petite-Patrie","Valide","formulaire","oui",300797.9101,5048198.256,45.57368158,-73.55127712
1630,2071,"2021-12-23","18:00:00",1,,,"nuit","3",7,5.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304232.1549,5059974.605,45.67965921,-73.50728929
1631,2072,"2021-12-28","16:30:00",1,,,"crepuscule","2",4,2.8,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304766.6135,5060841.809,45.68746266,-73.50042863
1632,2073,"2021-12-28","19:00:00",1,,,"nuit","1",2,0.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304551.2507,5060592.519,45.68521948,-73.50319345
1633,2074,"2022-01-01","17:20:00",1,,,"nuit","1",2,0.6,"Ahuntsic-Cartierville","Valide","formulaire","oui",293588.6676,5048766.056,45.578712,-73.643659
1634,2075,"2022-01-14","19:00:00",1,,,"nuit","inconnu",1,0,"Le Sud-Ouest","Valide","formulaire","oui",298164.7472,5035703.624,45.46122979,-73.58484559
1635,2076,"2022-01-18","07:40:00",1,,,"crepuscule","2",5,3.8,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304666.9053,5060324.685,45.6828095,-73.5017086
1636,2077,"2022-01-16","03:00:00",2,,,"nuit","2",4,2.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304340.3718,5059939.121,45.67934,-73.5059001
1637,2078,"2022-01-23","19:45:00",2,,,"nuit","inconnu",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304714.6741,5060499.443,45.684382,-73.5010954
1640,2081,"2022-01-25","13:45:00",1,,,"jour","1",2,1,"Beaconsfield","Valide","formulaire","oui",275432.7568,5030096.146,45.41018603,-73.87518327
1641,2082,"2022-01-25","18:00:00",2,"autre",,"nuit","2",4,2.6,"Lachine","Valide","formulaire","oui",290254.9691,5032715.107,45.4342178,-73.6858999
1642,2083,"2022-01-25","19:30:00",1,,,"nuit","1",2,0.6,"Anjou","Valide","formulaire","oui",308980.7172,5094698.06,45.992085,-73.446032
1643,2084,"2022-01-29","22:00:00",2,,,"nuit","inconnu",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304561.7928,5060573.351,45.685047,-73.5030581
1644,2085,"2022-01-31","13:00:00",1,,,"jour","2",4,3,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304287.1494,5060486.044,45.68426126,-73.50658388
1645,2086,"2022-01-31","13:00:00",1,,,"jour","2",4,3,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304423.041,5060357.343,45.68310327,-73.50483923
1647,2088,"2022-02-05","01:45:00",1,,,"nuit","2",5,3.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","formulaire","oui",304338.2411,5060104.934,45.680832,-73.50592761
1648,2089,"2022-02-07","03:04:00",1,,,"nuit","inconnu",1,0,"Ahuntsic-Cartierville","Valide","formulaire","oui",290660.4973,5045424.781,45.5485929,-73.681083
1649,2090,"2021-12-07","00:09:00",1,,,"nuit","inconnu",1,0,"Ahuntsic-Cartierville","Valide","formulaire","oui",290660.4973,5045424.781,45.5485929,-73.681083
1650,2091,"2022-02-04","11:00:00",1,,,"jour","inconnu",1,0,"Le Sud-Ouest","Valide","info-coyote","oui",300712.2293,5037142.607,45.474198,-73.55228269
1652,2093,"2022-02-26","16:15:00",1,,,"jour","1",2,1,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304396.0667,5059743.744,45.677582,-73.505185
1653,2094,"2022-03-01","23:00:00",1,,,"nuit","inconnu",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304581.9913,5060144.428,45.6811875,-73.5027986
1654,2095,"2022-03-01","22:10:00",1,,,"nuit","inconnu",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",304353.3649,5059925.607,45.6792184,-73.5057333
1655,2096,"2022-03-05","10:50:00",2,"autre",,"jour","inconnu",1,0,"Pierrefonds-Roxboro","Valide","info-coyote","oui",274284.6202,5036526.321,45.4679977,-73.8902497
